"id","age","block_num","absent","high_prob","lp_1","lp_2","lp_3","low_prob","difference"
14,"adult",1,966.09127937931,1026.06582644444,1173.160076,1009.051919,1072.362423,1084.85813933333,58.792312888889
14,"adult",2,769.994258896552,895.054290263158,1169.448932,1019.85812166667,922.960758,1037.42260388889,142.368313625731
14,"adult",3,763.323890724138,823.45825425,949.2385985,1061.65212375,664.243102,891.71127475,68.2530205
14,"adult",4,709.225761310345,842.8425431,1141.01523175,876.91688575,820.5555675,946.162561666667,103.320018566667
14,"adult",5,714.44412762069,776.7305493,788.5222435,757.349074,814.833045,786.901454166667,10.1709048666667
14,"adult",6,651.508053266667,692.735408473684,1003.559192,719.97249125,919.772983,881.101555416667,188.366146942982
15,"adult",1,827.290194392857,1097.33202573684,1148.28974025,878.7662985,836.9537595,954.66993275,-142.662092986842
15,"adult",2,826.872317066667,960.12295485,1011.86728475,1064.4351245,859.324336,978.542248416667,18.4192935666666
15,"adult",3,765.871405633333,795.876873888889,1218.10174,944.96697175,1304.143071,1155.73726091667,359.860387027778
15,"adult",4,699.804454068965,765.65639965,978.86675625,956.13622675,1094.56563,1009.85620433333,244.199804683333
15,"adult",5,772.954583166667,992.754296368421,893.138170333333,825.47438175,1077.1011115,931.904554527778,-60.8497418406433
15,"adult",6,779.379835814815,1005.90380857895,1073.14181333333,981.140137,1501.815438,1185.36579611111,179.461987532164
16,"adult",1,1206.62832265517,1298.00710675,1331.71302075,1225.81475975,1275.5368945,1277.688225,-20.3188817499999
16,"adult",2,1050.26946244444,1401.59943105,1358.37847,1533.788681,1223.5053775,1371.89084283333,-29.7085882166666
16,"adult",3,989.4839525,1194.9977345,1262.41713775,972.38409525,1038.7994055,1091.20021283333,-103.797521666667
16,"adult",4,986.009465222222,1257.74181594118,1087.68057833333,1069.29715466667,1554.289341,1237.08902466667,-20.6527912745096
16,"adult",5,877.876488366667,973.3618975,1221.75133225,1201.685667,1071.1909535,1164.87598425,191.51408675
16,"adult",6,899.933020233333,917.8466678,1144.587159,1118.40468625,1614.676714,1292.55618641667,374.709518616667
18,"adult",1,786.205927481481,937.15779785,702.61716825,1057.05654625,928.907394,896.193702833333,-40.9640950166665
18,"adult",2,876.747498192308,1020.666629,1205.39943366667,1257.64791166667,1238.4021285,1233.81649127778,213.149862277778
18,"adult",3,891.318730035714,897.80595305,875.75572725,1587.39550933333,1025.4787205,1162.87665236111,265.070699311111
18,"adult",4,816.781711566667,965.462270526316,808.1876635,1157.3601365,943.0645705,969.537456833333,4.07518630701747
18,"adult",5,788.9500221,856.176941052632,1019.035101,813.3309485,613.1275895,815.164546333333,-41.0123947192982
18,"adult",6,747.362728862069,776.852621,635.763645,810.53829175,613.7776375,686.693191416667,-90.1594295833333
19,"adult",1,865.700324407407,850.748754761905,885.887861333333,1150.61604975,735.023975,923.842628694444,73.0938739325396
19,"adult",2,869.953870807692,816.006938666667,809.460401333333,1285.4729895,743.710279,946.214556611111,130.207617944444
19,"adult",3,682.490544607143,707.7042699,739.7978305,738.40791,731.393695,736.533145166667,28.8288752666667
19,"adult",4,768.349705034483,746.352409,695.220709,740.19986375,720.3423975,718.58765675,-27.7647522499999
19,"adult",5,701.884729428571,712.029658,765.024662,672.969103,680.7574035,706.2503895,-5.77926850000006
19,"adult",6,702.066980586207,693.377914904762,945.783535666667,789.7651195,654.185295,796.577983388889,103.200068484127
20,"adult",1,738.510308481482,860.943966388889,853.22743675,835.8296155,870.824456,853.293836083333,-7.65013030555554
20,"adult",2,694.651271678571,786.35201455,867.00862625,789.4412875,NA,828.224956875,41.8729423250001
20,"adult",3,603.356279137931,724.9301434,781.45825875,821.6303585,690.6222105,764.570275916667,39.6401325166667
20,"adult",4,582.973681961538,624.8104453,878.69811075,612.171948,699.658036,730.176031583333,105.365586283333
20,"adult",5,557.546981133333,586.268111210526,634.14681,609.789689333333,507.709146,583.881881777778,-2.38622943274845
20,"adult",6,570.017805423077,584.868557294118,676.761944666667,614.607572666667,718.134284,669.834600444444,84.9660431503268
21,"adult",1,1381.35795403846,1775.62069886667,1427.3622035,1181.3811065,NA,1304.371655,-471.249043866667
21,"adult",2,1263.49163061538,1434.43895875,1705.74005433333,1619.2483305,NA,1662.49419241667,228.055233666667
21,"adult",3,1246.93782575862,1203.17597947059,1570.33260633333,1306.969762,886.342287,1254.54821844444,51.3722389738564
21,"adult",4,1031.6273292,1062.02575894444,1618.762791,1062.08288675,1656.459451,1445.76837625,383.742617305555
21,"adult",5,951.9097805,1297.5580841875,1506.78402175,1082.998514,1885.8585355,1491.88035708333,194.322272895833
21,"adult",6,929.016637766667,1173.45493366667,1407.71251925,1401.7305375,1056.0821295,1288.50839541667,115.05346175
22,"adult",1,1358.29394196429,1506.67354475,1861.591816,2201.132536,1520.422697,1861.04901633333,354.375471583333
22,"adult",2,1340.30953327273,1617.2845959375,NA,1724.9292135,1034.959555,1379.94438425,-237.3402116875
22,"adult",3,1151.60859081481,1237.5185609,1522.528887,1696.352243,1306.0014245,1508.29418483333,270.775623933333
22,"adult",4,1099.00066765517,1149.67006794118,1349.3281605,1373.1277585,1457.3568105,1393.27090983333,243.600841892157
22,"adult",5,1006.08233748276,1227.50335277778,1184.496323,1361.01067075,781.589746,1109.03224658333,-118.471106194444
22,"adult",6,939.087999275862,952.0515322,1067.05276166667,1566.978991,893.5880665,1175.87327305556,223.821740855556
23,"adult",1,1330.07538727586,1523.654938,1637.69161133333,1777.54680333333,1505.3489205,1640.19577838889,116.540840388889
23,"adult",2,1337.50284626923,1893.7736745,1400.23759438095,1619.8339465,1647.7783915,1555.94997746032,-337.823697039683
23,"adult",3,1333.88129866667,1229.38776,1180.64436157895,2020.905018,1228.390932,1476.64677052632,247.259010526316
23,"adult",4,1080.39151823333,1255.6016445,1216.58350118182,1136.60987233333,1892.6392795,1415.27755100505,159.67590650505
23,"adult",5,1114.04117746667,1409.0441465,1278.78591145455,978.335380666667,1017.6503655,1091.5905525404,-317.453593959596
23,"adult",6,1107.8993797,1861.088872,1177.58923,1111.535311,2160.987377,1483.37063933333,-377.718232666667
24,"adult",1,902.105668448276,839.541316,885.645119956522,800.184091,872.58482,852.804676985507,13.2633609855072
24,"adult",2,755.917477566667,1667.387009,871.052472565217,935.9793665,827.7779815,878.269940188406,-789.117068811594
24,"adult",3,793.75193737037,852.4870875,814.331683227273,900.427977333333,1078.846693,931.202117853535,78.7150303535354
24,"adult",4,819.776782,759.813547,963.679476631579,875.026782333333,1002.915978,947.207412321637,187.393865321637
24,"adult",5,783.490008275862,898.970962,857.326901,842.388947666667,1062.0166065,920.577485055555,21.6065230555556
24,"adult",6,776.043907833333,822.51668,780.231154521739,757.43858,1016.16776,851.27916484058,28.7624848405798
25,"adult",1,1178.89038437931,1386.44994495,1362.70517125,1229.1410565,1856.794119,1482.88011558333,96.4301706333335
25,"adult",2,1136.68339834483,1349.66788570588,1128.65996366667,1185.4950785,1829.500437,1381.21849305556,31.5506073496733
25,"adult",3,1180.23839373077,1452.30696885714,1265.19775366667,1244.4137335,1261.762619,1257.12470205556,-195.182266801587
25,"adult",4,1098.67812848276,1266.42996065,967.51153475,1337.87280325,1321.614027,1208.999455,-57.43050565
25,"adult",5,1007.38455513793,1015.05735047368,1081.47708566667,1083.96047375,1373.6995455,1179.71236830556,164.655017831871
25,"adult",6,1008.12885756667,1145.933807,1057.114601,1196.875453,1089.0944005,1114.36148483333,-31.5723221666667
26,"child",1,1270.87910685714,1811.30953627778,2052.298387,1639.30374375,2151.5191795,1947.70710341667,136.397567138889
26,"child",2,1569.82264696296,1816.76601038889,1728.651583,1623.9362955,1152.6199575,1501.73594533333,-315.030065055556
26,"child",3,1345.32077817857,1559.30201227778,1638.2953525,1555.9352635,2446.3744165,1880.2016775,320.899665222222
52,"child",1,2344.035724,1953.4595015,2333.33734473684,2388.317108,1772.206306,2164.62025291228,211.160751412281
52,"child",2,1744.19198714286,1668.2587865,2258.6606145,2375.5379915,2034.441471,2222.88002566667,554.621239166667
52,"child",3,1764.78216646667,1532.211065,1722.4268083913,1788.261493,1779.1986465,1763.2956492971,231.084584297101
52,"child",4,1573.56333728571,2075.483203,1599.23191513636,2182.87313,1975.737333,1919.28079271212,-156.202410287879
52,"child",5,1481.6257556,1494.804978,1673.61785072727,3031.241099,1480.536342,2061.79843057576,566.993452575757
52,"child",6,1324.16847658621,983.742237,1264.55224065217,1433.031559,1227.8118135,1308.46520438406,324.722967384058
53,"child",1,2047.52685616667,2461.9933195,1792.91168833333,3264.992555,1238.483906,2098.79604977778,-363.197269722222
53,"child",2,1782.8266507619,1971.22010052941,2102.386892,3618.19815633333,2186.163187,2635.58274511111,664.362644581699
53,"child",3,2077.79995916,2297.08283746667,1966.25965825,3120.94700325,2768.37337,2618.52667716667,321.4438397
53,"child",4,1418.87651961538,1679.40287023529,1143.35489266667,2866.70660966667,NA,2005.03075116667,325.627880931373
53,"child",5,1390.39808233333,1606.9613098125,1072.6606845,2410.046935,2549.487114,2010.73157783333,403.770268020833
53,"child",6,1357.58477704348,1305.7193756,2228.078127,1993.864775,1493.562222,1905.16837466667,599.448999066667
54,"child",1,2946.71540909091,3707.83504684211,3629.66092433333,5027.57930775,2415.598631,3690.94628769444,-16.8887591476614
54,"child",2,2818.61564085714,2986.6600185,3765.171289,4370.105505,3562.8089905,3899.36192816667,912.701909666666
54,"child",3,2366.72222128,2833.71866827273,3751.6087295,3315.46235075,3044.700623,3370.59056775,536.871899477273
54,"child",4,2483.79707344,3000.393182,4070.186436,2327.387492,3401.875615,3266.483181,266.089999
54,"child",5,3390.99764830769,2995.9069788125,3224.554539,4275.88272066667,3727.9706,3742.80261988889,746.895641076389
54,"child",6,2518.3609772,2879.31832152941,3349.574983,2937.4011155,4088.62412,3458.53340616667,579.215084637255
55,"child",1,1063.11932106897,1325.26171842105,2022.271236,1436.6371035,1266.3094995,1575.072613,249.810894578947
55,"child",2,1046.80478140741,1195.5241084,1571.245114,1278.89259666667,1058.613181,1302.91696388889,107.392855488889
55,"child",3,871.072803214286,993.69112647619,1124.86171733333,1283.02669525,1274.904251,1227.59755452778,233.906428051587
55,"child",4,917.72813,1167.34229335,1315.906763,1092.936933,1306.784749,1238.542815,71.2005216499999
55,"child",5,874.098126066667,925.22667645,1098.932902,1292.558372,954.812407,1115.43456033333,190.207883883333
55,"child",6,873.565055666667,1184.08740142857,1177.56239533333,1105.903387,1413.230658,1232.23214677778,48.1447453492065
76,"child",1,1631.77629875,1946.29310075,1693.47643833333,2033.87588275,2119.4622515,1948.93819086111,2.6450901111109
76,"child",2,1578.44093860714,1770.01713311765,1188.201666,1564.89078166667,1324.4247435,1359.17239705556,-410.844736062092
76,"child",3,1338.93881175862,1599.97189055,1529.78253375,1523.78678325,2065.762758,1706.444025,106.47213445
76,"child",4,1170.40197603448,1359.65642925,1494.82053525,1178.30854625,1313.6835095,1328.93753033333,-30.7188989166666
76,"child",5,1400.1843532,1217.4782514,1176.09059825,1178.69776475,863.5607955,1072.78305283333,-144.695198566667
76,"child",6,1054.93723110345,1087.1353864,1223.62935525,1337.97919725,1412.014246,1324.54093283333,237.405546433333
101,"adult",1,921.036481892857,1567.74199,1013.46196918182,1058.82652633333,1099.5832685,1057.29058800505,-510.451401994949
101,"adult",2,902.620389586207,1248.780608,982.6985836,890.707572,1559.7499605,1144.38537203333,-104.395235966667
101,"adult",3,787.360270851852,926.948547,1017.26710282609,1275.38450566667,1339.966416,1210.87267483092,283.924127830918
101,"adult",4,705.149963,928.820491,823.692354272727,1254.7906635,911.554098,996.679038590909,67.8585475909091
101,"adult",5,701.34462625,1195.353508,845.43608425,736.093044333333,994.006157,858.511761861111,-336.841746138889
101,"adult",6,753.089642466667,918.7773465,745.897179,800.795396,1099.010229,881.900934666667,-36.8764118333333
102,"adult",1,1383.52796871429,1370.36403494118,1687.82703066667,1865.42566633333,1836.934566,1796.72908766667,426.36505272549
102,"adult",2,1477.48272507407,1563.39269866667,1638.055861,2034.40753633333,1605.185747,1759.21638144444,195.823682777778
102,"adult",3,1407.29612569231,1658.227032,1628.8757325,1854.86572975,NA,1741.870731125,83.643699125
102,"adult",4,1222.41668048276,1483.48098635294,1565.069139,1282.6653715,1389.339685,1412.35806516667,-71.1229211862744
102,"adult",5,985.724021551724,1530.03082564706,1733.637214,1686.42044075,965.808749,1461.95546791667,-68.0753577303924
102,"adult",6,1096.62772114815,1422.50481776471,1084.318399,1461.25563,NA,1272.7870145,-149.717803264706
103,"adult",1,1273.26523396429,1320.33058231579,1386.50345833333,1296.11198133333,1461.250544,1381.28866122222,60.9580789064328
103,"adult",2,1344.49190934483,1383.17329005263,1455.78360566667,1415.40201533333,1032.551169,1301.24559666667,-81.9276933859649
103,"adult",3,1165.73378867857,1326.17112315385,1314.7881035,1799.4765045,1619.948387,1578.07099833333,251.899875179487
103,"adult",4,1366.05271585185,1483.46976925,1289.482236,1428.691745,1530.2295685,1416.1345165,-67.3352527499999
103,"adult",5,1215.78034648148,1422.0256806,1691.656669,1230.844617,1004.835367,1309.11221766667,-112.913462933333
103,"adult",6,975.415523833333,994.426988380952,629.640579,879.582087,1034.54721,847.923292,-146.503696380952
104,"adult",1,1849.52211384,1969.60572408333,1741.458178,1537.238121,1793.56122,1690.75250633333,-278.85321775
104,"adult",2,1514.52026003846,1766.04909058824,2017.3448325,1801.692247,1657.328367,1825.45514883333,59.4060582450982
104,"adult",3,1462.08634368,1535.3330294,1561.83648125,1577.96692866667,1412.0850565,1517.29615547222,-18.0368739277778
104,"adult",4,1341.7074595,1441.4158314375,1163.5289195,1600.824058,1344.4154265,1369.589468,-71.8263634374998
104,"adult",5,1258.71294941379,1345.10961688235,1576.16519933333,1293.69123766667,1386.772871,1418.876436,73.7668191176472
104,"adult",6,1211.19040907407,1344.53241958824,1467.68411,1558.22110175,1247.7166655,1424.54062575,80.0082061617647
105,"adult",1,1495.7824627,1649.499454,1619.2716955,1363.79772425,1273.954868,1419.00809591667,-230.491358083333
105,"adult",2,1633.39023078571,1641.60481247368,1672.51284933333,1785.7150435,1582.2558405,1680.16124444444,38.5564319707601
105,"adult",3,1476.30490575,1480.25462505263,1520.22069675,1521.31980675,1525.4223345,1522.320946,42.0663209473685
105,"adult",4,1350.8015553,1591.45780621053,1319.44990166667,1203.27075333333,1741.5640355,1421.42823016667,-170.02957604386
105,"adult",5,1504.2997995,1535.01054045,1668.5472725,1417.13005325,1323.110938,1469.59608791667,-65.4144525333334
105,"adult",6,1561.81585375862,1658.47497522222,1598.280668,1366.8540715,1640.309453,1535.14806416667,-123.326911055555
106,"adult",1,951.570864413793,974.3475914,1067.21144925,1116.24217,809.5670935,997.673570916667,23.3259795166667
106,"adult",2,934.096383966667,1011.73700789474,1179.74692575,1138.37164675,982.394457,1100.17100983333,88.4340019385965
106,"adult",3,890.479803083333,959.082678684211,1256.626427,1219.635129,775.6301165,1083.96389083333,124.881212149123
106,"adult",4,961.1753861,868.583528578947,1255.42227433333,995.89425325,1180.481672,1143.93273319444,275.349204615497
106,"adult",5,918.692620566667,944.77130165,1160.9448195,1241.170943,942.171216,1114.76232616667,169.991024516667
106,"adult",6,782.547317793103,838.940269052632,1016.24941825,996.778667,831.2393425,948.089142583333,109.148873530702
107,"adult",1,999.719134464286,996.3504314,1133.33161666667,883.53461,967.365384,994.743870222222,-1.60656117777785
107,"adult",2,935.393657,1002.754283,1175.7586,928.679705,1069.563985,1058.00076333333,55.2464803333335
107,"adult",3,958.113106166667,922.9032516,1065.82164766667,1090.3112885,955.650091,1037.26100905556,114.357757455556
107,"adult",4,838.834945366667,867.7106142,1049.00177333333,829.70196,989.34567,956.016467777778,88.3058535777777
107,"adult",5,697.716101066667,702.717429047619,1031.72977766667,861.618836666667,1053.81763,982.388748111111,279.671319063492
107,"adult",6,729.239923678571,833.59526395,855.5886745,829.224348,1050.799012,911.870678166667,78.2754142166666
109,"adult",1,1001.93598537037,1383.48366241176,1126.73640233333,1292.725563,740.439653,1053.30053944444,-330.18312296732
109,"adult",2,912.310472607143,1165.94895573684,1506.29838333333,1425.5410435,1364.292145,1432.04385727778,266.094901540936
109,"adult",3,831.9699605,1013.16070563158,944.683154333333,1049.2940545,999.2245435,997.733917444445,-15.4267881871344
109,"adult",4,952.061307827586,1193.69211947368,1333.512187,1219.173014,1027.927518,1193.537573,-0.15454647368415
109,"adult",5,934.261415678571,944.326363105263,1066.96695075,959.218979,951.9171715,992.70103375,48.3746706447369
109,"adult",6,770.8695332,777.91832685,761.60055375,765.600761,834.884405,787.361906583333,9.44357973333342
110,"adult",1,1086.65601955172,1255.04808425,936.0153675,1158.701062,1205.6052685,1100.10723266667,-154.940851583333
110,"adult",2,992.018342107143,1186.17906057895,957.044184,1192.70700225,840.198517,996.649901083333,-189.529159495614
110,"adult",3,862.205692678571,1128.68250042105,1313.30513933333,1355.32180466667,862.244844,1176.95726266667,48.2747622456143
110,"adult",4,824.434733433333,1053.46390015,1069.84108675,1299.552679,1105.179548,1158.19110458333,104.727204433333
110,"adult",5,941.612646413793,1127.669904,1265.288194,1045.76069125,930.346966,1080.46528375,-47.2046202500001
110,"adult",6,878.311107896552,1123.96591589474,1060.563028,1020.9765435,943.92097,1008.48684716667,-115.47906872807
111,"adult",1,751.203544866667,808.60321515,758.736193,978.726506,794.641733,844.034810666667,35.4315955166667
111,"adult",2,652.012709931034,775.68330765,680.85742,737.019956,730.1098105,715.995728833333,-59.6875788166667
111,"adult",3,744.783798866667,923.518247055556,924.749374333333,1368.06432433333,1203.683734,1165.49914422222,241.980897166667
111,"adult",4,716.38576737931,802.98396345,928.3463955,762.720028333333,931.0309885,874.032470777778,71.0485073277778
111,"adult",5,663.022112933333,679.49605005,860.1698875,813.44109775,841.866493,838.49249275,158.9964427
111,"adult",6,630.021522827586,755.729888578947,696.247101,923.70849875,543.87176,721.275786583333,-34.454101995614
112,"adult",1,1021.6858222069,972.17730285,1092.12213725,1005.13410575,1291.033745,1129.429996,157.25269315
112,"adult",2,1003.10151071429,996.804780222222,1219.495376,1003.93098575,1023.929358,1082.45190658333,85.6471263611111
112,"adult",3,876.209809862069,1092.24372163158,981.268704,872.2568155,738.0731105,863.86621,-228.377511631579
112,"adult",4,810.5531931,834.47588685,954.3408155,1085.16907666667,882.763386,974.091092722222,139.615205872222
112,"adult",5,795.895773724138,760.511109736842,1070.54597125,836.96758725,792.1972275,899.903595333333,139.392485596491
112,"adult",6,878.436631241379,931.78820615,897.589862,722.34708075,732.9410315,784.292658083333,-147.495548066667
113,"adult",1,907.269901703704,968.457593055556,1316.8691995,1019.31941525,1035.497427,1123.89534725,155.437754194444
113,"adult",2,769.635208433333,943.188491736842,956.985632666667,920.1750755,789.8288965,888.996534888889,-54.1919568479532
113,"adult",3,723.352802241379,788.968254529412,1034.62761625,942.9963825,830.9524055,936.19213475,147.223880220588
113,"adult",4,758.992640166667,858.804288684211,1275.26323,728.2645105,690.7343865,898.087375666667,39.2830869824562
113,"adult",5,681.015920633333,709.5424234375,986.536026,812.12556375,785.077691,861.246426916667,151.704003479167
113,"adult",6,739.907647892857,752.599615736842,933.60877025,922.424674,692.637563,849.557002416667,96.9573866798246
114,"adult",1,978.088719607143,995.518446,1257.59620004545,1106.2649485,1560.659766,1308.17363818182,312.655192181818
114,"adult",2,950.505550666667,1032.195568,1166.44623544444,913.452069,NA,1039.94915222222,7.75358422222234
114,"adult",3,867.265582066667,796.698928,947.468302409091,1344.40732,1334.8879815,1208.92120130303,412.22227330303
114,"adult",4,875.891915357143,1294.309139,1015.91931690909,1184.26132166667,1440.849185,1213.67660785859,-80.6325311414141
114,"adult",5,819.895029066667,1302.327037,857.397964952381,1348.7613205,983.407974,1063.18908648413,-239.137950515873
114,"adult",6,717.907488321429,824.90325,810.584109695652,1606.15674633333,1059.3397615,1158.69353917633,333.790289176328
115,"adult",1,1282.09993473077,1470.36413126316,1345.957279,1519.166867,957.826614,1274.31692,-196.047211263158
115,"adult",2,1008.0895177931,1096.61537133333,1285.2287295,1216.515899,1488.861561,1330.20206316667,233.586691833333
115,"adult",3,827.295438433333,1100.58492415,1117.22620333333,1285.750806,966.397047,1123.12468544444,22.5397612944444
115,"adult",4,745.414463733333,830.329361333333,895.834525666667,1234.61490875,963.170171,1031.20653513889,200.877173805556
115,"adult",5,872.233963,1005.21374945,971.720616,1217.6510095,1227.270603,1138.88074283333,133.666993383333
115,"adult",6,803.868850033333,975.354160666667,1140.84386833333,1002.71683925,928.0217885,1023.86083202778,48.5066713611111
116,"adult",1,1047.66125510345,1074.81441042857,1143.8362595,1125.45645225,1014.73999,1094.67756725,19.8631568214287
116,"adult",2,910.740478833333,887.653793571429,880.38524,878.90130275,1015.773535,925.020025916667,37.3662323452381
116,"adult",3,818.913303551724,756.860812571429,784.952004666667,623.402675,692.2428605,700.199180055556,-56.6616325158731
116,"adult",4,664.331579233333,769.217173333333,630.729039666667,817.4483775,800.1441955,749.440537555555,-19.7766357777779
116,"adult",5,719.913992482759,699.8668672,598.977565666667,685.3399875,634.476781,639.598111388889,-60.2687558111111
116,"adult",6,645.947392833333,620.068765809524,737.874349333333,800.51863175,636.4902255,724.961068861111,104.892303051587
117,"adult",1,1733.87500045,1774.2173671,NA,1518.978357,1662.8563405,1590.91734875,-183.30001835
117,"adult",2,1583.22833934783,1597.38014533333,1692.75712975,1699.88020266667,1369.833946,1587.49042613889,-9.88971919444452
117,"adult",3,1383.44205668966,1600.33740729412,1794.521391,1491.30862975,1128.6473275,1471.49244941667,-128.844957877451
117,"adult",4,1423.74446655556,1448.4298825,1770.79518666667,1482.7846885,1107.8099015,1453.79659222222,5.36670972222214
117,"adult",5,1052.32012276667,1255.49837173684,1300.755024,1468.28262,1753.4121275,1507.48325716667,251.984885429825
117,"adult",6,999.908302607143,1202.0730853,1229.57670675,1265.01661525,1101.6703845,1198.75456883333,-3.31851646666655
